name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Iasi,2017-03-16,10.8,3.6,6.6,10.8,0.6,4.9,1,70.6,3.126,100,33.33,rain,0,0,51.1,20.3,306.7,1017.4,77.8,9.3,149.5,13,6,,2017-03-16T06:20:33,2017-03-16T18:16:42,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-17,8.8,2.1,4.9,7.1,-0.7,2.2,-0.4,70.4,0.008,100,20.83,rain,0,0,42.8,17.9,323.6,1017,55,9.6,142.4,12.3,5,,2017-03-17T06:18:33,2017-03-17T18:18:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-18,8,2.4,5.4,8,-0.3,4.1,1.6,77.1,0.741,100,33.33,rain,0,0,25.2,12.8,130.2,1006.4,93.3,9.4,90.8,7.6,5,,2017-03-18T06:16:34,2017-03-18T18:19:32,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-19,8.3,4.3,6.3,5.7,0.8,4,-0.5,63.9,0.03,100,29.17,rain,0,0,52.2,22.2,312.7,1003.2,78.6,9.8,165.7,14.4,7,,2017-03-19T06:14:34,2017-03-19T18:20:57,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-20,9.3,0.9,6.3,9.3,-0.6,5.2,-1,60.8,0,0,0,,0,0,25.2,14.2,271.7,1010.5,80.6,10,113.8,9.8,5,,2017-03-20T06:12:34,2017-03-20T18:22:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-21,17.5,4.4,10.8,17.5,4.4,10.8,4.2,66.7,0.006,100,12.5,rain,0,0,21.2,11.7,121.1,1014.4,63.7,10,184.5,15.9,7,,2017-03-21T06:10:34,2017-03-21T18:23:46,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-22,19.8,6.1,12.9,19.8,3,11.9,4.8,60.8,0,0,0,,0,0,45,20.4,137.6,1017,41.7,10,202.3,17.5,7,,2017-03-22T06:08:34,2017-03-22T18:25:11,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-23,14.7,4.8,9.7,14.7,2.4,8.8,4.9,72.7,0,0,0,,0,0,20.9,11.6,67.5,1021.8,59.7,9.9,179.3,15.6,6,,2017-03-23T06:06:34,2017-03-23T18:26:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-24,19.6,5.2,10.8,19.6,2.9,9.7,4.6,67.9,7.4,100,29.17,rain,0,0,39.6,16.4,70.9,1022.3,84.6,9.1,185.2,16,7,,2017-03-24T06:04:34,2017-03-24T18:27:59,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-25,11.2,5.1,8.2,11.2,2.5,7,1.9,66.4,0.2,100,8.33,rain,0,0,39.6,16.1,306.7,1023.6,79,9.8,146.9,12.8,5,,2017-03-25T06:02:34,2017-03-25T18:29:23,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-26,6.8,3.6,5.1,5.8,0,2.8,1.6,78.5,2.423,100,41.67,rain,0,0,49.3,18,334.4,1017.4,73.5,9.1,171.5,14.2,6,,2017-03-26T07:00:34,2017-03-26T19:30:47,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-27,14.3,1.2,7.1,14.3,-1.4,5.2,0,63.6,0,0,0,,0,0,50,23.1,299.3,1021.7,39.4,10,136.6,11.8,5,,2017-03-27T06:58:34,2017-03-27T19:32:11,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-28,20.6,5.9,12.7,20.6,4.5,12.2,2.4,53,0,0,0,,0,0,45,23,304.8,1018.9,10.1,10,194,16.7,6,,2017-03-28T06:56:34,2017-03-28T19:33:35,0,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-29,22.5,5.7,14.5,22.5,5.7,14.3,2.1,46.8,0,0,0,,0,0,25.2,12.5,258.4,1019.4,1.2,10,225.5,19.3,7,,2017-03-29T06:54:35,2017-03-29T19:34:59,0.04,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-30,14.7,9.3,12.8,14.7,7.3,12.7,3.7,54.3,0.001,100,4.17,rain,0,0,57.6,21.3,332.6,1021.8,62.4,10,168.4,14.4,6,,2017-03-30T06:52:35,2017-03-30T19:36:22,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-31,16.2,6.1,10.5,16.2,3.3,9.7,0,50.7,0,0,0,,0,0,35.3,18.2,173.8,1027.9,45.8,10,200.2,17.3,7,,2017-03-31T06:50:36,2017-03-31T19:37:46,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-01,21.1,3.1,11.9,21.1,0.5,11,3.4,58.9,0,0,0,,0,0,21.6,15.2,106.2,1022.5,6.9,9.7,227,19.8,7,,2017-04-01T06:48:37,2017-04-01T19:39:09,0.15,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-02,21.6,6.8,14.8,21.6,4,14.3,-0.6,41.3,0,0,0,,0,0,40.3,20.1,141.4,1021.6,6.6,10,235.3,20.2,7,,2017-04-02T06:46:38,2017-04-02T19:40:33,0.19,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-03,22.3,4.9,13.8,22.3,2.2,13,2,46.7,0,0,0,,0,0,23.8,16.6,134.2,1020.5,0,10,239,20.6,8,,2017-04-03T06:44:40,2017-04-03T19:41:56,0.25,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-04,18.7,5.1,12.1,18.7,3.3,11.4,3.2,58.1,0,0,0,,0,0,28.8,13.4,123.7,1022.4,58.9,10,204.5,17.7,7,,2017-04-04T06:42:42,2017-04-04T19:43:20,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-05,17.2,5.9,11.2,17.2,4.4,10.8,5.9,71.2,0.006,100,8.33,rain,0,0,29.9,18.8,122.6,1019.3,85.1,9.3,205.1,17.7,7,,2017-04-05T06:40:44,2017-04-05T19:44:43,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-06,19.4,8.1,12.3,19.4,5.4,11.6,6.2,68.8,0.116,100,12.5,rain,0,0,46.8,23,315.4,1008.6,86.2,10,198.3,17.1,7,,2017-04-06T06:38:47,2017-04-06T19:46:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-07,7.3,4.8,5.3,4.5,0.5,1.4,3.7,89.4,31.084,100,79.17,rain,0,0,55.2,25.7,309.4,1008.2,76.5,7.1,44,3.9,1,,2017-04-07T06:36:50,2017-04-07T19:47:30,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-08,11.6,5.4,7.9,11.6,1.2,5.4,2,67.7,3.974,100,25,rain,0,0,62.6,27.4,315.8,1011.1,86.7,9.2,173.6,15,6,,2017-04-08T06:34:54,2017-04-08T19:48:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-09,12.5,4.4,8.3,12.5,1.1,6.6,0.4,59.4,0,0,0,,0,0,49,19.9,323.5,1023.5,58.9,10,145.9,12.6,5,,2017-04-09T06:32:58,2017-04-09T19:50:16,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-10,16.8,2.1,9.6,16.8,1,9.5,-0.2,54.5,0,0,0,,0,0,25.2,17,131.2,1024,10.2,10,253.9,21.9,8,,2017-04-10T06:31:02,2017-04-10T19:51:40,0.47,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-11,21.7,4.5,12.9,21.7,2.3,12.2,3.1,54.8,0.191,100,4.17,rain,0,0,45.6,23.1,125.5,1014.9,22.6,9.9,225.4,19.6,8,,2017-04-11T06:29:08,2017-04-11T19:53:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-12,14.1,7.3,10,14.1,4.5,9,2.2,60.3,0.202,100,12.5,rain,0,0,39.6,17.8,343.5,1019.3,68.3,10,251.5,21.7,8,,2017-04-12T06:27:13,2017-04-12T19:54:26,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-13,18.4,4.8,12.5,18.4,3.5,12.3,3.3,56.8,0.965,100,4.17,rain,0,0,32.4,18.3,273.7,1010,54.4,10,220.9,19,8,,2017-04-13T06:25:20,2017-04-13T19:55:49,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-14,14.8,8.3,11.2,14.8,6.6,10.7,4,64.2,0.799,100,20.83,rain,0,0,38.5,16,294,1011.4,79.4,10,203.7,17.4,7,,2017-04-14T06:23:27,2017-04-14T19:57:13,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-15,17.1,8.1,12,17.1,7.2,11.8,1.8,51.4,0,0,0,,0,0,28.8,12.6,250.7,1015.2,73.4,10,216.2,18.5,8,,2017-04-15T06:21:35,2017-04-15T19:58:36,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-16,17.6,8.4,12.6,17.6,7.7,12.4,3.7,55.7,0.006,100,16.67,rain,0,0,42.5,21.1,278.2,1010.5,88.9,10,179,15.6,5,,2017-04-16T06:19:43,2017-04-16T19:59:59,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-17,9.3,3.8,6.9,7.6,0.7,4.9,-0.7,59.2,0.001,100,4.17,rain,0,0,38.2,16.2,345.7,1015.7,96.9,10,164.6,14.3,5,,2017-04-17T06:17:52,2017-04-17T20:01:22,0.7,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-18,12.3,2,7,12.3,1.3,6.2,-2.7,54,0,0,0,,0,0,32.4,19.8,23.6,1016.2,97,10,186.2,16.2,6,,2017-04-18T06:16:02,2017-04-18T20:02:45,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-19,10.7,0.2,6,10.7,-2.5,4.6,-3.5,52.8,0,0,0,,0,0,36,17.9,103.6,1019.2,67.5,10,176,15.3,6,,2017-04-19T06:14:13,2017-04-19T20:04:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-20,6.4,0.2,1.6,6.4,-5.3,-2.8,0.3,91.1,23.851,100,70.83,"rain,snow",4.3,1.9,50.4,29.7,55.5,1019,74.2,4.4,57.5,4.9,2,,2017-04-20T06:12:25,2017-04-20T20:05:31,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-21,8.7,0,2.8,7.9,-6.7,-1.7,-1.6,77.2,11.412,100,54.17,"rain,snow",5.1,5.8,53.6,32.6,340.8,1016.6,81.6,4.8,135,11.6,5,,2017-04-21T06:10:38,2017-04-21T20:06:54,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-22,14.2,3,8.1,14.2,0.4,7.1,-0.5,55.3,0,0,0,,0,2.7,33.8,16.2,229.9,1015.6,74,10,247,21.3,8,,2017-04-22T06:08:51,2017-04-22T20:08:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-23,9.8,4.8,6.9,8.5,2.2,5.3,2.6,75.1,0.242,100,20.83,rain,0,1.5,36,19.7,319.2,1012.6,71.9,10,112.3,9.5,4,,2017-04-23T06:07:06,2017-04-23T20:09:40,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-24,12.5,1.1,6.3,12.5,-0.7,4.8,-0.3,65.1,0.003,100,4.17,rain,0,1,43.2,22.2,301.8,1019.3,33.9,10,260.2,22.5,8,,2017-04-24T06:05:21,2017-04-24T20:11:03,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-25,17.8,1,9.9,17.8,-2.2,9.2,1.3,59.8,0,0,0,,0,0.4,36.4,19.9,164.2,1019.7,36.1,10,288,24.8,8,,2017-04-25T06:03:38,2017-04-25T20:12:25,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-26,21.2,6.1,14.1,21.2,3.1,13.5,4.6,54.3,0,0,0,,0,0,49.7,24.4,146.6,1016.9,45.7,10,283,24.5,8,,2017-04-26T06:01:56,2017-04-26T20:13:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-27,23.3,6.7,15.2,23.3,5.5,14.9,5.9,55.8,0,0,0,,0,0,46.8,20.8,143.6,1015.9,57.9,10,277.1,23.8,8,,2017-04-27T06:00:15,2017-04-27T20:15:10,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-28,24.4,8.2,16.4,24.4,6.2,16.2,6,52.1,0,0,0,,0,0,48.6,23.7,124.6,1013.4,86.1,10,277.1,24,8,,2017-04-28T05:58:34,2017-04-28T20:16:32,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-29,25.4,10.9,16.9,25.4,10.9,16.9,6.6,53.2,0.034,100,16.67,rain,0,0,39.6,23.6,121.9,1012,86.5,10,243.3,20.9,8,,2017-04-29T05:56:56,2017-04-29T20:17:54,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-04-30,10.6,8.4,9.8,10.6,6.6,9.2,7.6,86,0.554,100,37.5,rain,0,0,28.8,13.3,302.1,1018.1,89.7,8.6,83.5,7.1,3,,2017-04-30T05:55:18,2017-04-30T20:19:16,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-01,15.4,8.3,11.4,15.4,6.8,10.8,6.8,73.9,0,0,0,,0,0,28.4,10.7,321.4,1020.7,84.1,10,177.7,15.2,6,,2017-05-01T05:53:42,2017-05-01T20:20:37,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-02,24.5,6.4,15.1,24.5,6.4,15.1,8.2,67.7,0,0,0,,0,0,28.8,10.6,129.6,1019.8,3.6,9.5,285.1,24.6,8,,2017-05-02T05:52:07,2017-05-02T20:21:59,0.2,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-03,26.5,10.1,18.4,26.5,10.1,18.4,9.3,59.6,0,0,0,,0,0,28.8,10.6,107.4,1019.3,20.4,10,275,23.8,8,,2017-05-03T05:50:33,2017-05-03T20:23:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-04,25.6,15.1,20.3,25.6,15.1,20.3,10.3,54.2,0,0,0,,0,0,39.6,20,109.8,1017.6,30.6,10,263.7,22.8,7,,2017-05-04T05:49:01,2017-05-04T20:24:40,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-05,25.4,13.5,19.7,25.4,13.5,19.7,8.7,52,0,0,0,,0,0,39.6,16.1,106.7,1016.6,81,10,263.1,22.9,8,,2017-05-05T05:47:30,2017-05-05T20:26:01,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-06,24.8,12,18.9,24.8,12,18.9,9.2,56,0.046,100,4.17,rain,0,0,36,17.8,94.7,1013,71,10,255.6,22,8,,2017-05-06T05:46:00,2017-05-06T20:27:21,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-07,24.8,11,18.6,24.8,11,18.6,9.2,57.4,0,0,0,,0,0,36,19.7,134.2,1007.7,34.1,10,276.4,23.8,8,,2017-05-07T05:44:32,2017-05-07T20:28:40,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-08,17.4,11.5,14.9,17.4,11.5,14.9,10.2,74.1,0.488,100,12.5,rain,0,0,37.8,15.6,322.4,1003.4,60.8,10,147.1,12.6,5,,2017-05-08T05:43:06,2017-05-08T20:29:59,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-09,14.8,8.2,11.1,14.8,6,10.6,5.2,68,0.001,100,4.17,rain,0,0,42.8,17.6,324,1008.5,72,10,189.4,16.2,6,,2017-05-09T05:41:41,2017-05-09T20:31:18,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-10,12.4,5.5,8.5,12.4,3.2,7.4,-0.9,52.5,0,0,0,,0,0,32.4,16.1,334.3,1013.7,82.4,10,197.4,17.2,5,,2017-05-10T05:40:18,2017-05-10T20:32:36,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-11,20.7,3.5,12.9,20.7,3.5,12.6,1.6,50.2,0,0,0,,0,0,36,14.3,194.4,1014,30.1,10,305.1,26.3,9,,2017-05-11T05:38:56,2017-05-11T20:33:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-12,22.5,9.4,16.2,22.5,8.2,16.2,10.3,68.9,0,0,0,,0,0,37.1,20.4,118.7,1010.8,77.2,10,212.1,18.2,6,,2017-05-12T05:37:37,2017-05-12T20:35:11,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-13,22.6,12,16.4,22.6,12,16.4,13.3,82.7,19.015,100,25,rain,0,0,25.2,15.1,72.5,1008.6,62,8.8,209.8,18,8,,2017-05-13T05:36:18,2017-05-13T20:36:27,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-14,14.2,12.4,13.3,14.2,12.4,13.3,11.7,89.9,15.345,100,54.17,rain,0,0,39.6,19.9,334,1015.4,90.3,7.4,38.3,3.4,2,,2017-05-14T05:35:02,2017-05-14T20:37:43,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-15,21,11.9,15.8,21,11.9,15.8,8.4,64.4,0.003,100,4.17,rain,0,0,32.4,19.7,0.5,1024.2,49.7,10,286.3,24.7,8,,2017-05-15T05:33:48,2017-05-15T20:38:58,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-16,22,8.1,15.5,22,8.1,15.5,7.7,63.7,0,0,0,,0,0,23.4,13.2,306.1,1025,54.5,10,217.7,18.7,8,,2017-05-16T05:32:35,2017-05-16T20:40:12,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-17,20.6,10.2,15.6,20.6,10.2,15.6,6.2,58.1,0,0,0,,0,0,43.2,21.7,8.3,1024.7,29.7,10,301.8,25.9,9,,2017-05-17T05:31:24,2017-05-17T20:41:25,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-18,21.9,6.3,14.6,21.9,5.5,14.5,3.1,50.7,0,0,0,,0,0,21.6,11.6,305.9,1022,28,10,321.7,27.7,9,,2017-05-18T05:30:15,2017-05-18T20:42:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-19,23.3,8.7,17.2,23.3,8.7,17.2,4.4,47.6,0,0,0,,0,0,18,8.2,161.9,1017.5,28.1,10,319.7,27.7,9,,2017-05-19T05:29:09,2017-05-19T20:43:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-20,23.8,9.5,17,23.8,9.5,17,6.7,53.9,1.814,100,12.5,rain,0,0,54,23.5,354.4,1011.6,66.1,10,259.8,22.3,8,,2017-05-20T05:28:04,2017-05-20T20:45:00,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-21,21.5,8.5,14.1,21.5,7.1,14,9.4,76.5,4.676,100,41.67,rain,0,0,43.2,21.4,328.4,1012,59.7,10,231.4,19.9,7,,2017-05-21T05:27:01,2017-05-21T20:46:10,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-22,21.4,12.2,17.4,21.4,12.2,17.4,10.5,67.4,0.242,100,29.17,rain,0,0,46.8,24.2,355.7,1012.8,52.3,9.3,217.5,19,7,,2017-05-22T05:26:00,2017-05-22T20:47:18,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-23,23.7,8.5,16.8,23.7,8.5,16.8,6.3,54,0,0,0,,0,0,21.6,8.2,237.1,1017.6,6,10,303.6,26.4,9,,2017-05-23T05:25:02,2017-05-23T20:48:26,0.92,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-24,24.7,11.8,19,24.7,11.8,19,7.8,50.2,0,0,0,,0,0,46.4,22.4,155.1,1015.3,46.9,10,304.3,26.2,9,,2017-05-24T05:24:05,2017-05-24T20:49:32,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-25,23,11.5,17.5,23,11.5,17.5,8.9,58.5,0,0,0,,0,0,36.4,14.8,152.9,1014.7,79.6,10,245.3,21.3,7,,2017-05-25T05:23:11,2017-05-25T20:50:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-26,17.7,13,15.1,17.7,13,15.1,12.9,87.3,26.579,100,50,rain,0,0,21.6,9.5,285.6,1015.8,81.9,8.9,133.4,11.6,5,,2017-05-26T05:22:19,2017-05-26T20:51:41,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-27,20.3,10.4,15.4,20.3,10.4,15.4,11.3,78.4,0.156,100,29.17,rain,0,0,33.8,19.2,328.5,1017.1,56.2,8.6,224.6,19.5,7,,2017-05-27T05:21:29,2017-05-27T20:52:44,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-28,23.1,10.9,17.2,23.1,10.9,17.2,10.2,67.1,0,0,0,,0,0,32.4,15.1,322.8,1022.9,34.8,9.6,241.4,20.8,7,,2017-05-28T05:20:42,2017-05-28T20:53:45,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
