name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Iasi,2017-10-12,20.6,10.5,14.7,20.6,10.5,14.7,7.3,62.7,0,0,0,,0,0,22.7,11.7,241.2,1020.9,90.7,10,88.8,7.6,3,,2017-10-12T07:23:33,2017-10-12T18:27:51,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-13,17.8,8.5,12,17.8,7.8,11.8,7.1,74.1,0.129,100,8.33,rain,0,0,32.4,14,296.3,1020.4,75.8,10,63.9,5.3,2,,2017-10-13T07:24:57,2017-10-13T18:25:58,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-14,15.8,8.3,12.5,15.8,8.1,12.4,4.6,59.8,0.002,100,8.33,rain,0,0,48.6,22.2,307.4,1023,80.6,10,87.6,7.5,4,,2017-10-14T07:26:22,2017-10-14T18:24:05,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-15,20.4,12.6,16.9,20.4,12.6,16.9,10,64,0.004,100,8.33,rain,0,0,45,16.8,294.9,1023.7,87.8,10,55.1,4.9,2,,2017-10-15T07:27:47,2017-10-15T18:22:13,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-16,21.2,12.9,16.4,21.2,12.9,16.4,9.6,65,0,0,0,,0,0,34.6,16.5,318,1026.9,40.8,10,97,8.6,4,,2017-10-16T07:29:12,2017-10-16T18:20:22,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-17,24.5,9.2,16.3,24.5,8.9,16.2,9.1,65.2,0,0,0,,0,0,31.3,13.2,298.5,1025.2,2.6,10,135.9,11.7,5,,2017-10-17T07:30:38,2017-10-17T18:18:31,0.91,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-18,27.9,8.3,16.1,26.9,6.4,15.6,8.4,66.1,0,0,0,,0,0,25.6,12.9,103.7,1021.3,19.7,9,137.1,11.9,5,,2017-10-18T07:32:04,2017-10-18T18:16:42,0.95,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-19,25,9.4,16.4,25,8,16.3,9.7,67.5,0,0,0,,0,0,14.4,11.1,88.1,1016.5,52.1,10,126.6,10.9,5,,2017-10-19T07:33:30,2017-10-19T18:14:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-20,23.1,8.9,15.1,23.1,8.9,15.1,9.2,70.6,0,0,0,,0,0,18,12.6,352.3,1017.3,5.8,9.5,128.5,11.1,5,,2017-10-20T07:34:57,2017-10-20T18:13:06,0.02,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-21,20.5,11.7,14.6,20.5,11.7,14.6,10.3,77.6,0.001,100,4.17,rain,0,0,30.5,16.1,150.2,1016.5,64.4,7.3,70.9,6.1,3,,2017-10-21T07:36:24,2017-10-21T18:11:19,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-22,14.4,7.2,11.3,14.4,5.2,10.9,9,86.3,2.854,100,29.17,rain,0,0,34.6,16,353.4,1016.3,73.6,8.2,41.4,3.7,2,,2017-10-22T07:37:51,2017-10-22T18:09:34,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-23,12.2,7.9,9.4,12.2,4.1,7.5,6.6,82.7,1.553,100,16.67,rain,0,0,43.9,29,114.2,1013.8,83.9,9,46,3.9,3,,2017-10-23T07:39:18,2017-10-23T18:07:49,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-24,9,6,7.7,6.8,3.4,5.2,6.2,90.7,14.043,100,79.17,rain,0,0,33.5,20,46.3,1017.5,86.5,6.9,18.7,1.7,1,,2017-10-24T07:40:46,2017-10-24T18:06:06,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-25,8.4,1.3,4.3,7.1,-1.5,2.3,0.8,78.8,0,0,0,,0,0,27,11.5,359.3,1027.8,41.4,9.7,106.1,9.2,4,,2017-10-25T07:42:14,2017-10-25T18:04:24,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-26,10.9,0.7,4.9,10.9,-2.2,3.4,3.2,89.2,0.29,100,12.5,rain,0,0,18,12.7,103.7,1023.5,54.3,9.1,52.9,4.6,3,,2017-10-26T07:43:42,2017-10-26T18:02:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-27,18.6,6.2,11.1,18.6,4.8,10.9,6.4,75.7,0,0,0,,0,0,28.8,18.9,27.6,1013.7,90.6,9.5,80.5,7.1,4,,2017-10-27T07:45:11,2017-10-27T18:01:04,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-28,10.2,4.2,8.5,10.2,4.2,7.3,5.5,82.5,3.917,100,45.83,rain,0,0,47.2,19.6,319,1008.9,63.8,8.6,85.6,7.5,4,,2017-10-28T07:46:40,2017-10-28T17:59:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-29,12.7,4.9,8.6,12.7,4.5,7.8,2.2,65.5,0.583,100,8.33,rain,0,0,50.8,20,219.6,995.7,72.4,10,63.9,5.9,4,,2017-10-29T06:48:09,2017-10-29T16:57:49,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-30,9.4,5,6.9,6.5,1.1,3.7,-2.2,53,0.006,100,8.33,rain,0,0,66.6,25,301.6,1000.7,80.7,10,89.7,7.7,4,,2017-10-30T06:49:38,2017-10-30T16:56:13,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-10-31,8.3,2,4.9,4.8,-0.9,1.7,-5.9,46.4,0.001,100,4.17,rain,0,0,62.6,28.4,296.1,1016.1,53.6,10,84.3,7.3,3,,2017-10-31T06:51:07,2017-10-31T16:54:39,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-01,10.7,1.9,6.5,10.7,-1.6,4.5,-3.7,48.8,0,0,0,,0,0,38.2,21.3,273.2,1021,60.5,10,87.7,7.5,4,,2017-11-01T06:52:36,2017-11-01T16:53:06,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-02,16.1,4.8,10.4,16.1,2.6,9.9,1,53.2,0,0,0,,0,0,36,13.4,241.9,1015.5,79,10,55.5,4.8,2,,2017-11-02T06:54:06,2017-11-02T16:51:35,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-03,10.7,6.4,8.2,10.7,4.7,7.8,5.9,85.6,3.082,100,37.5,rain,0,0,27.4,11.4,284.5,1014.1,79.1,8.7,38.3,3.2,2,,2017-11-03T06:55:36,2017-11-03T16:50:06,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-04,11.7,5.3,8.6,11.7,4.8,7.9,6.4,86.8,0.201,100,8.33,rain,0,0,22.3,11.4,307.5,1022.7,67.1,7.6,51.8,4.5,3,,2017-11-04T06:57:05,2017-11-04T16:48:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-05,14.2,2.5,7.8,14.2,0.3,6.3,3.7,77.6,0,0,0,,0,0,36,18.9,125.7,1022.8,5.1,8,100.3,8.7,4,,2017-11-05T06:58:35,2017-11-05T16:47:12,0.54,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-06,9.6,4.6,7.1,6.7,1.5,4.5,4.6,84.5,0,0,0,,0,0,29.5,21.5,110,1022.8,61.6,9.4,43,3.7,2,,2017-11-06T07:00:05,2017-11-06T16:45:47,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-07,7,5.1,6.1,6.2,3.9,4.8,2.8,79.3,0,0,0,,0,0,22.3,11.8,59.6,1027.7,100,8.8,39.6,3.4,2,,2017-11-07T07:01:35,2017-11-07T16:44:24,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-08,7.2,4.9,6.1,6.2,3.1,4.4,4.3,88.1,0.013,100,20.83,rain,0,0,27.4,17.9,106.5,1028.3,86.9,5,22.2,1.9,1,,2017-11-08T07:03:04,2017-11-08T16:43:03,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-09,8.2,6.7,7.5,6,4.1,5.3,6.2,91.4,1.398,100,62.5,rain,0,0,21.6,15.9,109.6,1025.3,71,5.9,21.7,1.8,1,,2017-11-09T07:04:34,2017-11-09T16:41:44,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-10,10.2,6.9,7.9,10.2,4.7,6.6,6.9,93,0.392,100,12.5,rain,0,0,20.5,11.6,109.1,1020.5,78.2,4.5,28.7,2.6,1,,2017-11-10T07:06:03,2017-11-10T16:40:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-11,15.1,3.5,9,15.1,3.5,8.8,3.8,72.7,0.002,100,8.33,rain,0,0,26.3,16.2,201.8,1013.7,42.5,9.3,88.5,7.7,4,,2017-11-11T07:07:33,2017-11-11T16:39:11,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-12,13,3.3,7.7,13,2,6.7,3.2,73.9,0,0,0,,0,0,36,17.5,189.3,1009.6,90.3,10,64.7,5.7,3,,2017-11-12T07:09:02,2017-11-12T16:37:58,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-13,15.5,2.5,9.5,15.5,-0.3,8.1,7.1,85.5,0.298,100,8.33,rain,0,0,39.6,27.2,109.3,1007.5,76.9,9.7,52.6,4.6,2,,2017-11-13T07:10:30,2017-11-13T16:36:46,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-14,10.2,5,6.8,10.2,1.8,4.4,3.6,80.2,0,0,0,,0,0,46.8,25.4,323,1017.8,84.7,8.9,35.9,3,2,,2017-11-14T07:11:59,2017-11-14T16:35:37,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-15,6.5,1.4,4.5,6.5,-0.5,3.4,1,78.6,0,0,0,,0,0,15.5,10.8,3.7,1028.7,76.6,10,46.2,3.9,2,,2017-11-15T07:13:27,2017-11-15T16:34:30,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-16,6.1,2.3,4.3,4.1,0.3,2.4,1,79.1,0,0,0,,0,0,14.4,10.6,96.3,1030,85.9,10,39.5,3.6,2,,2017-11-16T07:14:54,2017-11-16T16:33:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-17,7.9,4.1,5.3,5.2,1.2,2.9,1.5,76.8,0.001,100,4.17,rain,0,0,32.4,17.1,108.1,1025.4,87.4,10,19.3,1.5,1,,2017-11-17T07:16:21,2017-11-17T16:32:21,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-18,7.3,4.1,5.7,7.1,2.3,4.8,3.5,85.7,0.007,100,8.33,rain,0,0,16.2,8.1,95.9,1018.8,91.9,6.4,31.2,2.5,1,,2017-11-18T07:17:48,2017-11-18T16:31:21,0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-19,7.1,2.8,5.3,7,1.4,4.7,4.2,92.8,0.6,100,25,rain,0,0,25.2,11.5,350.6,1012.2,86.7,4.8,45.7,3.8,2,,2017-11-19T07:19:14,2017-11-19T16:30:22,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-20,7.8,-1.4,2.4,5.6,-3.4,1.3,-0.2,84.6,0,0,0,,0,0,19.1,12.3,317,1012.4,71.1,5.4,56.9,5,2,,2017-11-20T07:20:39,2017-11-20T16:29:26,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-21,6,-1.7,1.5,4.3,-3.4,0,-2.3,77,0,0,0,,0,0,29.9,13.2,298.3,1015.8,34.9,10,77.4,6.6,4,,2017-11-21T07:22:04,2017-11-21T16:28:32,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-22,4,-2.9,0.4,1.9,-6.7,-1.6,-2,84.7,0,0,0,,0,0,16.6,12.9,83.9,1017.4,80.5,10,37.9,3.3,2,,2017-11-22T07:23:28,2017-11-22T16:27:41,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-23,4.3,1.3,2.6,1.5,-2.3,-0.4,-1.2,76.4,0.007,100,12.5,"rain,snow",0,0,21.6,17.9,104.4,1022.1,98.4,10,46.8,4,2,,2017-11-23T07:24:51,2017-11-23T16:26:52,0.16,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-24,5.2,-0.2,3.1,3.3,-3.8,0.7,1.2,87.4,0.013,100,8.33,"rain,snow",0,0,21.2,11.5,123.5,1023.3,70.3,7.3,28.3,2.2,1,,2017-11-24T07:26:13,2017-11-24T16:26:05,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-25,10,5.8,7.6,7.5,3.1,5.4,5.2,84.5,0.03,100,12.5,rain,0,0,39.6,19.1,161.7,1021.6,80.4,9,27.8,2.4,1,,2017-11-25T07:27:34,2017-11-25T16:25:21,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-26,9.3,5.7,8.2,8,4.6,6.7,5.1,80.9,0.024,100,12.5,rain,0,0,39.6,16.2,182.1,1016.6,74.1,9.4,47.5,4,2,,2017-11-26T07:28:54,2017-11-26T16:24:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-27,6.5,0.4,3.5,5.7,-3.4,1,2.3,91.8,1.956,100,45.83,"rain,snow",0,0,21.6,21.7,306,1017.8,79,5.3,11,0.8,1,,2017-11-27T07:30:13,2017-11-27T16:24:01,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-28,2.9,0.9,1.5,0.7,-3.2,-1.7,0.7,94.6,9.901,100,62.5,"rain,snow",1.1,0.9,32.4,14.5,349.2,1016.3,73.5,4.7,8.7,0.6,0,,2017-11-28T07:31:30,2017-11-28T16:23:25,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-29,4.2,1.1,2.5,3.7,-0.2,1.5,1.4,92.5,0.068,100,4.17,"rain,snow",0,0.7,25.2,10.7,137.3,1014.8,82.1,7.2,34.4,3,2,,2017-11-29T07:32:47,2017-11-29T16:22:51,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-11-30,10,1.6,5.9,10,-3,3.2,3.2,83.1,1.191,100,20.83,rain,0,0.1,47.9,23.3,126.5,1010.5,84.6,8.9,33.6,2.8,2,,2017-11-30T07:34:02,2017-11-30T16:22:20,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-01,9.8,4.1,7.7,9.3,2.1,6.5,6.4,91.7,4.35,100,37.5,rain,0,0,28.8,16.5,292.5,1011.3,83.5,6.5,17.5,1.6,1,,2017-12-01T07:35:16,2017-12-01T16:21:52,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-02,4.1,0.9,2.1,1.6,-3.3,-1.3,1.4,95.1,12.489,100,45.83,"rain,snow",2,2.1,32.4,18.4,319.2,1019.5,73.5,3.9,9.7,0.8,1,,2017-12-02T07:36:28,2017-12-02T16:21:26,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-03,2.2,-0.2,1.3,2.2,-2.1,0.1,0.4,93.7,1.067,100,16.67,"rain,snow",0.1,0.8,21.6,10.9,321.1,1021.1,69.4,4.4,9.2,0.9,1,,2017-12-03T07:37:39,2017-12-03T16:21:04,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-04,2.9,-0.9,0.8,2.9,-3.6,0.1,-0.1,94,0,0,0,,0,0.2,20.5,8.2,277.7,1019.4,80.2,2.8,63,5.5,3,,2017-12-04T07:38:48,2017-12-04T16:20:44,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-05,3.6,-0.1,1.6,1.1,-2.2,-1,-1.6,79.6,0.028,100,12.5,"rain,snow",0,0.1,47.2,16.8,294.7,1022.6,79.5,9.1,42,3.6,2,,2017-12-05T07:39:56,2017-12-05T16:20:26,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-06,6,-0.3,3.5,3.4,-2.4,1.4,-0.4,76,0.79,100,20.83,"rain,snow",0,0.4,36,17.1,270.6,1021.1,75.5,10,21.8,2,1,,2017-12-06T07:41:02,2017-12-06T16:20:12,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-07,9.7,0.6,5.3,9,0.6,4.6,0.3,70.7,0,0,0,,0,0.1,39.6,10.6,272.2,1020.9,72.6,9.9,43.5,3.7,2,,2017-12-07T07:42:05,2017-12-07T16:20:00,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-08,6.9,-2.1,1.3,5,-6,-0.8,-0.9,85.8,0,0,0,,0,0,32.4,11.1,82.6,1016.8,9.2,9.1,62.2,5.4,3,,2017-12-08T07:43:08,2017-12-08T16:19:52,0.66,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-09,6.3,-1.3,1.8,3.8,-6.1,-1.5,0.1,88.7,0.573,100,4.17,rain,0,0,25.2,18,94.7,1008.3,40.8,7.5,49.8,4.3,2,,2017-12-09T07:44:08,2017-12-09T16:19:46,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-10,3.5,-2.1,0.3,1.9,-5.6,-3.2,-0.8,92,3.214,100,33.33,"rain,snow",8.1,3,40,21.3,300.3,1007.8,61.1,6.6,20.7,1.8,1,,2017-12-10T07:45:06,2017-12-10T16:19:43,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-11,2.5,-2.7,0.8,0.7,-5.3,-2.1,-2.6,78.4,0,0,0,,0,2.7,39.6,17.7,121.7,1011.7,94.2,10,27.1,2.3,1,,2017-12-11T07:46:02,2017-12-11T16:19:43,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-12,5.2,0.9,2.8,2.6,-4.5,-0.7,0.5,84.6,0,0,0,,0,0.7,25.2,25.4,89.4,1012.6,94.1,10,61.3,5.3,3,,2017-12-12T07:46:56,2017-12-12T16:19:46,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-13,6.7,1.7,3.6,3.9,-2.3,0.9,2.2,90.8,0,0,0,,0,0.2,34.2,15.2,356.2,1015.5,66.2,7.8,51.9,4.5,3,,2017-12-13T07:47:48,2017-12-13T16:19:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-14,7.5,2,3.6,6.2,0.1,2.2,2.4,92.2,1.069,100,16.67,rain,0,0,25.2,9.9,103.4,1010.5,82.3,7,52.8,4.5,3,,2017-12-14T07:48:37,2017-12-14T16:20:00,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-15,7.7,1.8,4.7,5.8,-1.2,2.1,3.2,89.9,0.011,100,8.33,rain,0,0,25.2,16.1,92.9,1007.5,93,6.9,55.1,4.7,3,,2017-12-15T07:49:24,2017-12-15T16:20:11,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-16,11.5,3.3,6.9,11.5,0.6,4.8,3.5,79.6,0,0,0,,0,0,38.5,20.5,97.8,1002.2,75.6,10,45.3,3.7,2,,2017-12-16T07:50:09,2017-12-16T16:20:25,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-17,3.4,0.1,2.4,1.7,-3.3,-0.4,-0.6,81.2,0,0,0,,0,0,34.6,13.3,326.6,1016.2,87.5,9.2,20.7,1.9,1,,2017-12-17T07:50:51,2017-12-17T16:20:42,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-18,0.6,-0.1,0.2,-2.5,-5.4,-3.9,-1.3,90.1,3.654,100,45.83,"rain,snow",7.5,4.4,39.2,20.2,306.7,1018.8,73,4.7,35.9,3.1,2,,2017-12-18T07:51:31,2017-12-18T16:21:02,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-19,1.4,-0.8,0,-2.6,-6.2,-4.3,-4.6,71.1,0,0,0,,0,4.2,43.6,20,304,1025.3,92,10,36.3,3.3,2,,2017-12-19T07:52:09,2017-12-19T16:21:25,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-20,0.3,-2.6,-0.9,-0.2,-6.1,-3,-4,80.1,0.011,100,8.33,"rain,snow",0,4.1,33.8,15.2,270.3,1029.3,79.8,9.2,30.4,2.6,1,,2017-12-20T07:52:43,2017-12-20T16:21:50,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-21,2,-4.4,-2.1,2,-6.9,-2.9,-5.5,78.6,0,0,0,,0,3.6,15.1,6.3,237.5,1031.2,47.8,9,45,4,3,,2017-12-21T07:53:16,2017-12-21T16:22:18,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-12-22,4.2,-3.7,0.8,4,-6.4,-0.8,-4.5,68,0,0,0,,0,2.2,31.3,10.9,256.8,1025.2,82.1,10,34.4,3,2,,2017-12-22T07:53:45,2017-12-22T16:22:49,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
